lineOfBusiness Component,editor Qualifier,channel Component,product Component,domain Component,domain_sequence Qualifier,subdomain Component,sub_domain_sequence Qualifier,business_flow Component,business_flow_sequence Qualifier,Task Component,task_sequence Qualifier,application Component,correlation_id Qualifier,FK_Data[Applications].Correlation_ID
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Park Upgrade,8,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Payment,10,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,INLAP,31374,31374
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check Top Offers,2,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,CSI Parent/Triage,17690,17690
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check Upgrade Eligibility,3,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Capture TCP,7,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Configure Account,4,UPM.PB,29675,29675
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Payment,10,UPM.PB,29675,29675
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Billing,6,EDP,18211,18211
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Capture TCP,7,EDP,18211,18211
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check Top Offers,2,CAS,18224,18224
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check for Fraud,9,ORACLE SCM,18249,18249
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,ORACLE SCM,18249,18249
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,T.Data,21948,21948
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check Top Offers,2,T.Data,21948,21948
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check Upgrade Eligibility,3,T.Data,21948,21948
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Billing,6,T.Data,21948,21948
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Park Upgrade,8,T.Data,21948,21948
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Billing,6,CAPM,73,73
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Payment,10,CAPM,73,73
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Payment,10,YODA,21053,21053
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,YODA,21053,21053
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Configure Account,4,CPC,17765,17765
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Billing,6,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,(FED) - US,24433,24433
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check for Fraud,9,(FED) - COMS,23283,23283
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,(FED) - COMS,23283,23283
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,CSI - Customer Care,20182,20182
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Billing,6,CSI - Customer Care,20182,20182
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Capture TCP,7,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Capture TCP,7,CSI - Customer Care,20182,20182
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check Top Offers,2,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check Top Offers,2,CSI - Customer Care,20182,20182
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,CSI Parent/Triage,17690,17690
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,CSI - Product and Offer Mgt,20180,20180
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,CSI - Product and Offer Mgt,20180,20180
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Apply Promotions,5,(FED) - CPC,23205,23205
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Park Upgrade,8,(FED) - CPC,23205,23205
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check for Fraud,9,CSI - Customer Care,20182,20182
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check for Fraud,9,CSI - Customer Care,20182,20182
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check for Fraud,9,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,IDP-IDM,32765,32765
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Configure Account,4,CPOP,29607,29607
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,IDP-WebAcctMgmt,32768,32768
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,AVTK,25114,25114
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Lookup & Authenticate Customer,1,GRID-GDDN,22509,22509
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check Top Offers,2,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check Top Offers,2,GRP-ICAP,29349,29349
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check Upgrade Eligibility,3,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Configure Account,4,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Configure Account,4,ORACLE SCM,18249,18249
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Configure Account,4,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Apply Promotions,5,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Billing,6,(FED) - CPC,23205,23205
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Capture TCP,7,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Capture TCP,7,Optical,17595,17595
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Park Upgrade,8,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check for Fraud,9,YODA,21053,21053
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check for Fraud,9,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Check for Fraud,9,AVTK,25114,25114
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Setup Payment,10,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,AVTK,25114,25114
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,CS BOBPM,19182,19182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,Enabler - C,18263,18263
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,"SC, Switch Control, TSC",18198,18198
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Upgrade/Trade-In Device,7,Submit Order,11,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,INLAP,31374,31374
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,CAS,18224,18224
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,T.Data,21948,21948
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,(FED) - US,24433,24433
Mass Markets,bb0063,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,CS FOBPM,19181,19181
Mass Markets,bb0063,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,CSI - Product and Offer Mgt,20180,20180
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,CSI - Product and Offer Mgt,20180,20180
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,IDP-IDM,32765,32765
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,IDP-WebAcctMgmt,32768,32768
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Lookup & Authenticate Customer,1,AVTK,25114,25114
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Check Credit,2,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Check Credit,2,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Check Credit,2,CAS,18224,18224
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Check Credit,2,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,"Select Device, Plan & Features",3,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,"Select Device, Plan & Features",3,CPC,17765,17765
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,"Select Device, Plan & Features",3,CAS,18224,18224
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,"Select Device, Plan & Features",3,T.Data,21948,21948
Mass Markets,bb0063,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,"Select Device, Plan & Features",3,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,"Select Device, Plan & Features",3,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,"Select Device, Plan & Features",3,(FED) - CPC,23205,23205
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,"Select Device, Plan & Features",3,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,"Select Device, Plan & Features",3,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Validate Pricing,4,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Validate Pricing,4,(FED) - CPC,23205,23205
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Validate Pricing,4,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Reserve CTN,5,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Reserve CTN,5,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Setup Billing & Payments,6,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Setup Billing & Payments,6,CAS,18224,18224
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Setup Billing & Payments,6,T.Data,21948,21948
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Setup Billing & Payments,6,CSI - CPSVC,23901,23901
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Setup Billing & Payments,6,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Setup Billing & Payments,6,(FED) - iCAS,23439,23439
Mass Markets,bb0063,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Setup Billing & Payments,6,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Setup Billing & Payments,6,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Validate PIN,7,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Validate PIN,7,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,CSI Parent/Triage,17690,17690
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,EDP,18211,18211
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,EDD,17689,17689
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,ORACLE SCM,18249,18249
Mass Markets,bb0063,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,(FED) - iCAS,23439,23439
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,(FED) - COMS,23283,23283
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Add a Line,8,Submit Order,8,AVTK,25114,25114
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Change Rate Plan,9,Setup Billing,4,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,INLAP,31374,31374
Mass Markets,ac412t,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed ,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193
