lineOfBusiness Component,editor Qualifier,channel Component,product Component,domain Component,domain_sequence Qualifier,subdomain Component,sub_domain_sequence Qualifier,business_flow Component,business_flow_sequence Qualifier,Task Component,task_sequence Qualifier,application Component,correlation_id Qualifier,FK_Data[Applications].Correlation_ID
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan Cash & Carry ,2,Accept T&Cs,11,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan Cash & Carry ,2,Submit Order,12,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan Cash & Carry ,2,Assist Customer,13,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan Cash & Carry ,2,Access C360,14,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan Cash & Carry ,2,"Select Line then Change Plan
",15,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan Cash & Carry ,2,"Select Line Choose Plan
",16,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan Cash & Carry ,2,Choose Effective Date,17,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan Cash & Carry ,2,View Payment Terms ,18,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan Cash & Carry ,2,Review Cart,19,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan Cash & Carry ,2,Submit Order,20,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Queue Customer ,1,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Lookup Customer,2,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Identify Consumer,3,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Authenticate Customer,4,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,View Offers,5,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,"View WLS UPG Eligibility
",6,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Select Line and UPG,7,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Select Device,8,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,View Cart,9,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,"Select Shipping Address
",10,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Make Payment,11,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Accept T&Cs,12,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Submit Order,13,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Assist Customer,14,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Access C360,15,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,"Select Line then Change Plan
",16,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,"Select Line Choose Plan
",17,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Choose Effective Date,18,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,View Payment Terms ,19,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Review Cart,20,CCSF,30685,30685
Mass Markets,ps8583,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Single Line Upgrade with Change Rate Plan with DF,3,Submit Order,21,CCSF,30685,30685
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Create Account,6,MPSYS,8841,8841
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Search Address & Service Qualification ,1,IDP-Coverage-Map-Cloud,33760,33760
Mass Markets,lg8383,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Create Account,6,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Create Account,6,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Billing,8,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Search Address & Service Qualification ,1,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Build Cart,5,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Review & Submit Order,10,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Check Credit,7,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Rate Plan,3,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Equipment,4,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Apply Promotions & Top Offers,2,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Shipping,9,CCMULE,30686,30686
Mass Markets,lg8383,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Billing,8,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Shipping,9,Cloud Gateway Platform,32470,32470
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Build Cart,5,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Billing,8,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Shipping,9,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Rate Plan,3,IDP-Cart-and-Checkout-UI,33921,33921
Mass Markets,tm0828,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Setup Device,5,Device Sent to Customer,1,MOBNT-IMEI-Trigger,21508,21508
Mass Markets,tm0828,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Setup Device,5,Device Sent to Customer,1,TLG-MOB,18193,18193
Mass Markets,tm0828,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Setup Device,5,Device on Wi-Fi,2,YODA,21053,21053
Mass Markets,tm0828,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Setup Device,5,Confirm Network Connection,3,IDP-Cloud-CG,31468,31468
Mass Markets,tm0828,Online,Mobility,Onboard & Activate,2,Setup & Activate,3,Setup Device,5,Confirm Network Connection,3,"SC, Switch Control, TSC",18198,18198
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Equipment,4,IDP-Cart-and-Checkout-UI,33921,33921
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Build Cart,5,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Rate Plan,3,CSI - Customer Care,20182,20182
Mass Markets,bb0063,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Create Account,6,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Create Account,6,CSI - Customer Care,20182,20182
Mass Markets,bb0063,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Apply Promotions & Top Offers,2,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Apply Promotions & Top Offers,2,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Billing,8,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Review & Submit Order,10,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Create Account,6,IDP-IDM,32765,32765
Mass Markets,lg8383,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Apply Promotions & Top Offers,2,CCMULE,30686,30686
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Apply Promotions & Top Offers,2,IDP-IDM,32765,32765
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Rate Plan,3,IDP-WS WLS,32411,32411
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Search Address & Service Qualification ,1,Cloud Gateway Platform,32470,32470
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Review & Submit Order,10,IDP-Cart-and-Checkout-UI,33921,33921
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Build Cart,5,IDP-Cart-and-Checkout-UI,33921,33921
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Billing,8,IDP-Cart-and-Checkout-UI,33921,33921
Mass Markets,lg8383,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Billing,8,IDP-Cart-and-Checkout-UI,33921,33921
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Billing,8,IDP-Coverage-Map-Cloud,33760,33760
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Shipping,9,IDP-Coverage-Map-Cloud,33760,33760
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Equipment,4,IDP-Commerce- P&O,33824,33824
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Create Account,6,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Apply Promotions & Top Offers,2,IDP-Cloud-CG,31468,31468
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Billing,8,IDP-Cloud-CG,31468,31468
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Apply Promotions & Top Offers,2,T.Data,21948,21948
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Rate Plan,3,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Equipment,4,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Create Account,6,IDP-Cloud-CG,31468,31468
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Billing,8,Cloud Gateway Platform,32470,32470
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Search Address & Service Qualification ,1,CCSF,30685,30685
Mass Markets,bb0063,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Apply Promotions & Top Offers,2,CCSF,30685,30685
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Rate Plan,3,CCSF,30685,30685
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Select Equipment,4,CCSF,30685,30685
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Build Cart,5,CCSF,30685,30685
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Create Account,6,BBNMS-LS,16188,16188
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Create Account,6,CCSF,30685,30685
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Check Credit,7,CCSF,30685,30685
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Billing,8,CCSF,30685,30685
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Setup Shipping,9,CCSF,30685,30685
Mass Markets,ac412t,Retail,Broadband,Shop & Purchase,1,Order Plan/Device,2,Activate New AIA Customer,5,Review & Submit Order,10,CCSF,30685,30685
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check Credit,2,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Billing,6,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Create Account,1,INLAP,31374,31374
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Configure Account,3,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Reserve CTN,4,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Create Account,1,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Review Credit Policy,5,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Capture TCP,7,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Configure Account,3,UPM.PB,29675,29675
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Payment,9,UPM.PB,29675,29675
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Review Credit Policy,5,CAS,18224,18224
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Capture TCP,7,EDP,18211,18211
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check Credit,2,CAS,18224,18224
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Create Account,1,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check Credit,2,CSI Parent/Triage,17690,17690
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check for Fraud,8,ORACLE SCM,18249,18249
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Create Account,1,T.Data,21948,21948
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Get Live Support,5,AVT,19105,19105
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Payment,9,CAPM,73,73
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Submit Order,10,YODA,21053,21053
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Log into AT&T Account,1,IDP-WebAcctMgmt,32768,32768
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Go to Wireless Support,3,IDP Web-Support,30635,30635
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Go to Online Support Portal,2,IDP Web-Support,30635,30635
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Self Service Solutions,4,IDP Web-Support,30635,30635
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Get Live Support,5,IDP Web-Support,30635,30635
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Payment,9,CSI - CPSVC,23901,23901
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Log into AT&T Account,1,CIAM-AM,27460,27460
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Log into AT&T Account,1,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Go to Online Support Portal,2,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Go to Wireless Support,3,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Self Service Solutions,4,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Get Live Support,5,Chat,23872,23872
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Get Live Support,5,GRID-AC,22510,22510
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Get Live Support,5,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Confirm Resolution,6,IDP Web-Support,30635,30635
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Confirm Resolution,6,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Follow Up Post-Support ,7,Chat,23872,23872
Mass Markets,tm0828,Online,Mobility,Service & Support,4,Troubleshoot Issue,2,Get Technical Support,6,Follow Up Post-Support ,7,IDP Web-Support,30635,30635
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Payment,9,YODA,21053,21053
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Payment,9,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Submit Order,10,TLG-MOB,18193,18193
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Configure Account,3,CPC,17765,17765
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check for Fraud,8,(FED) - COMS,23283,23283
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Review Credit Policy,5,CSI - Customer Care,20182,20182
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Capture TCP,7,CSI - Customer Care,20182,20182
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Payment,9,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Payment,9,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Review Credit Policy,5,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Capture TCP,7,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Create Account,1,(FED) - US,24433,24433
Mass Markets,bb0063,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check for Fraud,8,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check for Fraud,8,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Billing,6,CAS,18224,18224
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Billing,6,(FED) - iCAS,23439,23439
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check for Fraud,8,Digital IDP,27531,27531
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Create Account,1,IDP-Cloud-CG,31468,31468
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Create Account,1,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Create Account,1,AVTK,25114,25114
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check Credit,2,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Configure Account,3,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Configure Account,3,CPOP,29607,29607
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Configure Account,3,ORACLE SCM,18249,18249
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Reserve CTN,4,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Reserve CTN,4,NNA,17803,17803
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Review Credit Policy,5,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Billing,6,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Capture TCP,7,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Capture TCP,7,Optical,17595,17595
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check for Fraud,8,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Check for Fraud,8,AVTK,25114,25114
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Setup Payment,9,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Submit Order,10,OPUS - C,18257,18257
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Submit Order,10,Enabler - C,18263,18263
Mass Markets,ac412t,Retail,Mobility,Onboard & Activate,2,Setup & Activate,3,Activate New Mobility Customer,6,Submit Order,10,"SC, Switch Control, TSC",18198,18198
