editor,action,lineOfBusiness component,channel component,product component,domain_sequence,domain component,sub_domain_sequence,subdomain component,business_flow_sequence,business_flow component,sequence_uml,Task component,task sequence Qualifier,application component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated Qualifier
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,UPM.PB,29675,29675,POST /wirelessoffermanagement/v1/pricevalidation,10/9/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Payment,9,UPM.PB,29675,29675,POST /wirelessoffermanagement/v1/pricevalidation,10/9/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Review Credit Policy,5,CAS,18224,18224,POST /restservices/unifiedcreditcheckservice/v1/inquireUnifiedCreditVerificationQuestions,10/10/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Capture TCP,7,EDP,18211,18211,POST /restservices/entdocumentretrieval/v1/retrievearchivedocument,10/8/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,CAS,18224,18224,POST /restservices/customerrisksystemmanagerservice/v1/inquireUnifiedCreditPolicy,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Create Account,1,Digital IDP,27531,27531,OmniCart,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setUserName,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,TLG-MOB,18193,18193,NewProductConvBeanTracer/setRateCenter,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setPricePlan,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,TLG-MOB,18193,18193,NewProductConvBeanTracer/setPpuAddress,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setPpuAddress,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setNewSoc,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,TLG-MOB,18193,18193,NewProductConvBeanTracer/setNewProductPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setNewProductPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setMemoUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,TLG-MOB,18193,18193,NewProductConvBeanTracer/setFilterRateCenterList,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,newProductConvBeanTracer/setEquInstlmntInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setDirectFulfillmentInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,TLG-MOB,18193,18193,NewProductConvBeanTracer/setDealerInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setDealerInfo,10/8/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setCommonOrderId,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setAutoAttachedSoc,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,NewProductConvBeanTracer/setAddressApplyType,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,newProductConvBeanTracer/getDuplicatedFtrs,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeantracer/setTaxExemptionRequest,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeanTracer/setPhoneList,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeanTracer/setNewBanPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeanTracer/setMemoUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeanTracer/setEmpDetails,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeanTracer/setEmail,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeanTracer/setDealerInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeanTracer/setBillingAddress,10/8/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeantracer/setBanDetailsInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeanTracer/setAddressApplyType,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeanTracer/setAccountTypeInfo ,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,NewBanConvBeanTracer/createNewAccount,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Billing,6,TLG-MOB,18193,18193,inquireItemAvailability,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,CSI Parent/Triage,17690,17690,InquireCreditDisclosure,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check for Fraud,8,ORACLE SCM,18249,18249,inflightOrderSvc,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Review Credit Policy,5,TLG-MOB,18193,18193,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,UPM.PB,29675,29675,GET /wirelessoffermanagement/v1/quotationsnapshot,10/9/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Payment,9,UPM.PB,29675,29675,GET /wirelessoffermanagement/v1/quotationsnapshot,10/9/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Create Account,1,T.Data,21948,21948,CustomerPersonalizedRecommendationsRequestDecision,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Get Live Support,5,AVT,19105,19105,/restservice/avtms/validate,10/7/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Payment,9,CAPM,73,73,createPaymentProfile,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Submit Order,10,YODA,21053,21053,CreateDFOrder,10/21/2025
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Log into AT&T Account,1,IDP-WebAcctMgmt,32768,32768,/msapi/login/unauth/service/v1/haloc/oidc/redirect,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Log into AT&T Account,1,IDP-WebAcctMgmt,32768,32768,/msapi/login/unauth/service/v1/getUserCurrentState/acctmgmt/services,9/22/2025
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,"ATTCOM ->> IDPUpperFunnelCloud:	
IDPUpperFunnelCloud ->> IDPWebSupport:	/msapi/idp-content-orchestration/v1/scms/support/web-support/wireless",Go to Wireless Support,3,IDP Web-Support,30635,30635,/msapi/idp-content-orchestration/v1/scms/support/web-support/wireless,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Go to Online Support Portal,2,IDP Web-Support,30635,30635,/msapi/idp-content-orchestration/v1/scms/support/web-support/supportlander/smb,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Go to Online Support Portal,2,IDP Web-Support,30635,30635,/msapi/idp-content-orchestration/v1/scms/support/web-support/supportlander/consumer,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Self Service Solutions,4,IDP Web-Support,30635,30635,/msapi/idp-content-orchestration/v1/scms/support/web-support/support/device-support/selector,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Self Service Solutions,4,IDP Web-Support,30635,30635,/msapi/idp-content-orchestration/v1/scms/support/web-support/support/device-support/index/<MAKE>/<DEVICE>,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Self Service Solutions,4,IDP Web-Support,30635,30635,/msapi/idp-content-orchestration/v1/scms/support/web-support/support/device-support/devicediagram/<MAKE>/<DEVICE>,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Self Service Solutions,4,IDP Web-Support,30635,30635,/msapi/idp-content-orchestration/v1/scms/support/web-support/support/article,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Get Live Support,5,IDP Web-Support,30635,30635,/msapi/idp-content-orchestration/v1/scms/support/web-support/robocalldetails,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Get Live Support,5,IDP Web-Support,30635,30635,/msapi/idp-content-orchestration/v1/scms/support/pages/report-call-or-text,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,"UI ->> IDP Upper Funnel Cloud : API
IDP Upper Funnel Cloud ->> IDP Web Support : /msapi/idp-content-orchestration/v1/scms/support/web-support/support/article
IDP Upper Funnel Cloud ->> IDP Web Support : /msapi/idp-content-orchestration/v1/scms/support/web-support/support/device-support/index/<MAKE>/<DEVICE>
IDP Upper Funnel Cloud ->> IDP Web Support : /msapi/idp-content-orchestration/v1/scms/support/web-support/support/device-support/selector
IDP Upper Funnel Cloud ->> IDP Web Support : /msapi/idp-content-orchestration/v1/scms/support/web-support/support/device-support/devicediagram/<MAKE>/<DEVICE>
IDP Upper Funnel Cloud ->> IDP Web Support : /msapi/idp-content-orchestration/v1/scms/support/device-unlock/unlockui",Self Service Solutions,4,IDP Web-Support,30635,30635,/msapi/idp-content-orchestration/v1/scms/support/device-unlock/unlockui,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Payment,9,CSI - CPSVC,23901,23901,CommonProvisioningServices-E911Address,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Log into AT&T Account,1,IDP-WebAcctMgmt,32768,32768,/msapi/acct/login/unauth/service/v1/haloc/do/login,10/23/2025
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Log into AT&T Account,1,CIAM-AM,27460,27460,/hcas/v1/txn-authorize ,10/7/2025
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Log into AT&T Account,1,IDP-WebAcctMgmt,32768,32768,,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,"ATTCOM ->> IDPUpperFunnelCloud:	
IDPUpperFunnelCloud ->> IDPWebAcctMgmt: 	/msapi/acct/login/unauth/service/v1/haloc/do/login
IDPWebAcctMgmt ->> HaloCAM:		/hcas/v1/txn-authorize 
IDPUpperFunnelCloud ->> IDPWebAcctMgmt:		/msapi/login/unauth/service/v1/getUserCurrentState/acctmgmt/services
HaloCAM ->> IDPWebAcctMgmt:	/msapi/login/unauth/service/v1/haloc/oidc/redirect",Log into AT&T Account,1,IDP-Upper Funnel Cloud,31548,31548,,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,"ATTCOM ->> IDPUpperFunnelCloud:	
IDPUpperFunnelCloud ->> IDPWebSupport:	/msapi/idp-content-orchestration/v1/scms/support/web-support/supportlander/consumer
IDPUpperFunnelCloud ->> IDPWebSupport:	/msapi/idp-content-orchestration/v1/scms/support/web-support/supportlander/smb",Go to Online Support Portal,2,IDP-Upper Funnel Cloud,31548,31548,,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Go to Wireless Support,3,IDP-Upper Funnel Cloud,31548,31548,,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,"ATTCOM ->> IDPUpperFunnelCloud:	
IDPUpperFunnelCloud ->> IDPWebSupport:	/msapi/idp-content-orchestration/v1/scms/support/device-unlock/unlockui
IDPUpperFunnelCloud ->> IDPWebSupport:/msapi/idp-content-orchestration/v1/scms/support/web-support/support/article
IDPUpperFunnelCloud ->> IDPWebSupport:/msapi/idp-content-orchestration/v1/scms/support/web-support/support/device-support/devicediagram/<MAKE>/<DEVICE>
IDPUpperFunnelCloud ->> IDPWebSupport:/msapi/idp-content-orchestration/v1/scms/support/web-support/support/device-support/index/<MAKE>/<DEVICE>
IDPUpperFunnelCloud ->> IDPWebSupport:/msapi/idp-content-orchestration/v1/scms/support/web-support/support/device-support/selector",Self Service Solutions,4,IDP-Upper Funnel Cloud,31548,31548,,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Get Live Support,5,Chat,23872,23872,,POG no API
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Get Live Support,5,GRID-AC,22510,22510,,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,"ATTCOM  ->>  Chat:
Chat ->> IDPUpperFunnelCloud:	
IDPUpperFunnelCloud ->> IDPWebSupport:/msapi/idp-content-orchestration/v1/scms/support/pages/report-call-or-text
IDPUpperFunnelCloud ->> IDPWebSupport:/msapi/idp-content-orchestration/v1/scms/support/web-support/robocalldetails
Chat ->> AVT:	/restservice/avtms/validate
IDPUpperFunnelCloud ->> GRIDAC:",Get Live Support,5,IDP-Upper Funnel Cloud,31548,31548,,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,"Care Assurance Portal ->> IDP Web Support : 
IDP Web Support ->> IDP Upper Funnel Cloud : ",Confirm Resolution,6,IDP Web-Support,30635,30635,,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Confirm Resolution,6,IDP-Upper Funnel Cloud,31548,31548,,
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,Chat ->> IDPWebSupport : ,Follow Up Post-Support ,7,Chat,23872,23872,,POG no API
tm0828,Add,Mass Markets,Online,Mobility,4,Service & Support,2,Troubleshoot Issue,6,Get Technical Support,,Follow Up Post-Support ,7,IDP Web-Support,30635,30635,,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Payment,9,YODA,21053,21053,calculateTaxReq,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,BulkMoveProductConvBeanTracer/setConfirmationIndicators,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,BanServicesBeanTracer/performCreditEvaluation,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,BanFinancialActivitiesConvBeanTracer/setBanPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,BanFinancialActivitiesConvBeanTracer/setBanPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Review Credit Policy,5,TLG-MOB,18193,18193,BanFinancialActivitiesConvBeanTracer/setBanPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Capture TCP,7,TLG-MOB,18193,18193,BanFinancialActivitiesConvBeanTracer/setBanPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setMemoUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setMemoUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Review Credit Policy,5,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setMemoUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Capture TCP,7,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setMemoUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setMemoInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setCreditResultInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/createNewMemo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/createNewMemo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Review Credit Policy,5,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/createNewMemo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Capture TCP,7,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/createNewMemo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Billing,6,TLG-MOB,18193,18193,AppQueryBeanTracer/getSubscriberHistory,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,appQueryBeanTracer/getSecurityParams,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Payment,9,TLG-MOB,18193,18193,AppQueryBeanTracer/getMultiCreditResult,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Submit Order,10,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,appQueryBeanTracer/getEnrlInstlmntPreValid,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,TLG-MOB,18193,18193,appQueryBeanTracer/getCustInstPlanID,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check Credit,2,TLG-MOB,18193,18193,AppQueryBeanTracer/getCreditResult,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,CPC,17765,17765,/services/rest/v1/enterpriseplmoffers/getOffers,10/23/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check for Fraud,8,(FED) - COMS,23283,23283,/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=AW2P01,9/24/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check for Fraud,8,(FED) - COMS,23283,23283,/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=ASC2P01,9/24/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check for Fraud,8,(FED) - COMS,23283,23283,/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=AE2P01,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Review Credit Policy,5,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=Aw2P01,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Capture TCP,7,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=Aw2P01,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Payment,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AW2P01,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Review Credit Policy,5,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Capture TCP,7,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Payment,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Review Credit Policy,5,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01,9/22/2025
