editor,action,lineOfBusiness component,channel component,product component,domain_sequence,domain component,sub_domain_sequence,subdomain component,business_flow_sequence,business_flow component,sequence_uml,Task component,task sequence Qualifier,application component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated Qualifier
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Capture TCP,7,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Payment,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Create Account,1,(FED) - US,24433,24433,/service=com.att.csi.m2e.InquireUnifiedServiceProductDetails/version=260.5.66/envContext=PROD/routeOffer=ASCP01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Create Account,1,(FED) - US,24433,24433,/service=com.att.csi.m2e.InquireUnifiedServiceEligibleOffers/version=260.5.66/envContext=PROD/routeOffer=AE2P01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Create Account,1,(FED) - US,24433,24433,/service=com.att.csi.m2e.InquireUnifiedServiceAccount/version=240.5.9/envContext=PROD/routeOffer=AE2S01-SB,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check for Fraud,8,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AW2P01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check for Fraud,8,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=ASCP01,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check for Fraud,8,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Payment,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Create Account,1,(FED) - US,24433,24433,/service=com.att.csi.m2e.InitiateUnifiedServiceOrder/version=260.5.66/envContext=PROD/routeOffer=AW2P01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Billing,6,CAS,18224,18224,/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=AW2P01,9/23/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Billing,6,CAS,18224,18224,/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=ASC2P01,9/23/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Setup Billing,6,(FED) - iCAS,23439,23439,/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=AE2P01,9/23/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check for Fraud,8,Digital IDP,27531,27531,/msAvertack-server/mitigation/mitigationSubmitOrder,10/13/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check for Fraud,8,Digital IDP,27531,27531,/msapi/riskassessment/v1/mitigateFraud,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Create Account,1,IDP-Cloud-CG,31468,31468,/msapi/cgraph/customergraphorchestrationms/cgsearch/v1/search,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,"OPUS ->> FEDUS:	/service=com.att.csi.m2e.InquireUnifiedServiceEligibleOffers/version=260.5.66/envContext=PROD/routeOffer=AE2P01
OPUS ->> FEDUS:	/service=com.att.csi.m2e.InquireUnifiedServiceProductDetails/version=260.5.66/envContext=PROD/routeOffer=ASCP01
OPUS ->> FEDUS:	/service=com.att.csi.m2e.InitiateUnifiedServiceOrder/version=260.5.66/envContext=PROD/routeOffer=AW2P01
OPUS ->> FEDUS:	/service=com.att.csi.m2e.InquireUnifiedServiceAccount/version=240.5.9/envContext=PROD/routeOffer=AE2S01-SB
OPUS ->> INLAP:	UnifiedAddressValidationServiceQualificationUnifiedBill
OPUS ->> TDATA:	CustomerPersonalizedRecommendationsRequestDecision
OPUS ->> Avertack:
OPUS ->> TLGMOB: RefQueryBeanTracer/getDealerInfo
OPUS ->> DigitalIDP:	OmniCart
OPUS ->>IDPCustomerGraphCloud:	/msapi/cgraph/customergraphorchestrationms/cgsearch/v1/search",Create Account,1,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Create Account,1,AVTK,25114,25114,,IDP API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,"OPUS ->> TLGMOB: AppQueryBeanTracer/getCreditResult
OPUS ->> TLGMOB: 	appQueryBeanTracer/getEnrlInstlmntPreValid
OPUS ->> TLGMOB: 	appQueryBeanTracer/getSecurityParams
OPUS ->> TLGMOB: 	AppQueryBeanTracer/getUserInfo
OPUS ->> TLGMOB: 	BanActivitiesConvBeanTracer/createNewMemo
OPUS ->> TLGMOB: 	BanActivitiesConvBeanTracer/setCreditResultInfo
OPUS ->> TLGMOB: 	BanActivitiesConvBeanTracer/setMemoInfo
OPUS ->> TLGMOB: 	BanActivitiesConvBeanTracer/setMemoUserInfo
OPUS ->> TLGMOB: 	BanFinancialActivitiesConvBeanTracer/setBanPK
OPUS ->> TLGMOB: 	BanServicesBeanTracer/performCreditEvaluation
OPUS ->> TLGMOB: 	NewBanConvBeanTracer/createNewAccount
OPUS ->> TLGMOB: 	NewBanConvBeanTracer/setAccountTypeInfo 
OPUS ->> TLGMOB: 	NewBanConvBeanTracer/setAddressApplyType
OPUS ->> TLGMOB: 	NewBanConvBeantracer/setBanDetailsInfo
OPUS ->> TLGMOB: 	NewBanConvBeanTracer/setBillingAddress
OPUS ->> TLGMOB: 	NewBanConvBeanTracer/setDealerInfo
OPUS ->> TLGMOB:	NewBanConvBeanTracer/setEmail
OPUS ->> TLGMOB:	NewBanConvBeanTracer/setEmpDetails
OPUS ->> TLGMOB:	NewBanConvBeanTracer/setMemoUserInfo
OPUS ->> TLGMOB:	NewBanConvBeanTracer/setNewBanPK
OPUS ->> TLGMOB:	NewBanConvBeanTracer/setPhoneList
OPUS ->> TLGMOB:	NewBanConvBeantracer/setTaxExemptionRequest
OPUS ->> TLGMOB:	ProductAgreementBeanTracer/removeSoc
OPUS ->> TLGMOB: ProductAgreementConvBeanTracer/setRemoveSoc
OPUS ->> TLGMOB:	RefQueryBeanTracer/getLogicalDateList
OPUS ->> TLGMOB:	RefQueryBeanTracer/getParamValues
OPUS ->> TLGMOB:	RefQueryBeanTracer/getUserSaleChannel
OPUS ->> TLGMOB: UpdateBanConvBeanTracer/getBanPK
OPUS ->> TLGMOB: UpdateBanConvBeanTracer/setBanDetailsInfo
OPUS ->> TLGMOB: 	UpgradeEquipmentConvBeanTracer/setRemoveSoc
OPUS ->> CSIParentTriage:	InquireCreditDisclosure
OPUS ->> CAS:	POST /restservices/customerrisksystemmanagerservice/v1/inquireUnifiedCreditPolicy",Check Credit,2,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,"OPUS ->>	UPM.Prime.Biller:	GET /wirelessoffermanagement/v1/quotationsnapshot
OPUS ->>	UPM.Prime.Biller:	POST /wirelessoffermanagement/v1/pricevalidation
OPUS ->> TLGMOB: 		AppQueryBeanTracer/getUserInfo
OPUS ->> CPC:	/services/rest/v1/enterpriseplmoffers/getOffers
OPUS ->> TLGMOB: 		NewProductConvBeanTracer/setDealerInfo
OPUS ->> TLGMOB: 		NewProductConvBeanTracer/setFilterRateCenterList
OPUS ->> TLGMOB: 		NewProductConvBeanTracer/setNewProductPK
OPUS ->> TLGMOB: 		NewProductConvBeanTracer/setPpuAddress
OPUS ->> TLGMOB: 		NewProductConvBeanTracer/setRateCenter	
OPUS ->> TLGMOB: 		refQueryBeanTracer/getIpDefinition
OPUS ->> TLGMOB: 	RefQueryBeanTracer/getLogicalDateList
OPUS ->> TLGMOB: 		RefQueryBeanTracer/getUserSaleChannel
OPUS ->>	CPOP:
OPUS ->>	ORACLESCM:",Configure Account,3,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,CPOP,29607,29607,,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Configure Account,3,ORACLE SCM,18249,18249,,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,"OPUS ->> TLGMOB:	appQueryBeanTracer/getCustInstPlanID
OPUS ->> TLGMOB: 	BanActivitiesConvBeanTracer/createNewMemo
OPUS ->> TLGMOB: 	BanActivitiesConvBeanTracer/setMemoUserInfo
OPUS ->> TLGMOB: 	BanFinancialActivitiesConvBeanTracer/setBanPK
OPUS ->> TLGMOB: 	BulkMoveProductConvBeanTracer/setConfirmationIndicators
OPUS ->> TLGMOB:  newProductConvBeanTracer/getDuplicatedFtrs
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setAddressApplyType
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setAutoAttachedSoc
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setCommonOrderId
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setDealerInfo
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setDirectFulfillmentInfo
OPUS ->> TLGMOB: 	newProductConvBeanTracer/setEquInstlmntInfo
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setMemoUserInfo
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setNewProductPK
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setNewSoc
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setPpuAddress
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setPricePlan
OPUS ->> TLGMOB: 	NewProductConvBeanTracer/setUserName
OPUS ->> TLGMOB: 	ProductAgreementConvBeanTracer/getCurrentServices
OPUS ->> TLGMOB: 	ProductAgreementConvBeanTracer/setRemoveSoc
OPUS ->> TLGMOB: 	RefQueryBeanTracer/getFeatureListBySoc
OPUS ->> TLGMOB: 	RefQueryBeanTracer/getLogicalDateList
OPUS ->> TLGMOB: 	RefQueryBeanTracer/getParamValues
OPUS ->> TLGMOB: 	RefQueryBeanTracer/getSubMarketList",Reserve CTN,4,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Reserve CTN,4,NNA,17803,17803,,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,"OPUS ->> TLGMOB:	BanActivitiesConvBeanTracer/createNewMemo
OPUS ->> TLGMOB:	BanActivitiesConvBeanTracer/setMemoUserInfo
OPUS ->> TLGMOB:	BanFinancialActivitiesConvBeanTracer/setBanPK
OPUS ->> TLGMOB:	GroupLevelServicesBeanTracer/getGroupDataInfo
OPUS ->> TLGMOB:	ProductAgreementConvBeanTracer/setRemoveSoc
OPUS ->> TLGMOB:	ProductServicesBeanTracer/updateEquInstlmntInfo 
OPUS ->> CAS:	POST /restservices/unifiedcreditcheckservice/v1/inquireUnifiedCreditVerificationQuestions
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=Aw2P01",Review Credit Policy,5,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,"OPUS ->> TLGMOB:	AppQueryBeanTracer/getSubscriberHistory
OPUS ->> TLGMOB:	inquireItemAvailability
OPUS ->> TLGMOB:	UpdateBanConvBeanTracer/getEmail
OPUS ->> TLGMOB:	UpdateBanConvBeanTracer/setBanDetailsInfo
OPUS ->> CAS:		/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=ASC2P01
OPUS ->> CAS:		/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=AW2P01
OPUS ->> CAS:		/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=AE2P01",Setup Billing,6,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,"OPUS ->> TLGMOB:	BanActivitiesConvBeanTracer/createNewMemo
OPUS ->> TLGMOB:	BanActivitiesConvBeanTracer/setMemoUserInfo
OPUS ->> TLGMOB:	BanFinancialActivitiesConvBeanTracer/setBanPK
OPUS ->> TLGMOB:	ProductAgreementConvBeanTracer/setRemoveSoc
OPUS ->> TLGMOB:	ProductServicesBeanTracer/updateEquInstlmntInfo 
OPUS ->> EDP:	POST /restservices/entdocumentretrieval/v1/retrievearchivedocument
OPUS ->> Optical:	
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=Aw2P01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=ASCP01",Capture TCP,7,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Capture TCP,7,Optical,17595,17595,,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,"OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=ASCP01	
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AW2P01
OPUS ->> DigitalIDP:	/msAvertack-server/mitigation/mitigationSubmitOrder
OPUS ->> DigitalIDP:	/msapi/riskassessment/v1/mitigateFraud
OPUS ->> FEDCOMS:	/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=AE2P01
OPUS ->> FEDCOMS:	/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=AW2P01
OPUS ->> FEDCOMS:	/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=ASC2P01
OPUS ->> ORACLESCM:	inflightOrderSvc
OPUS ->> Avertack:",Check for Fraud,8,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Check for Fraud,8,AVTK,25114,25114,,IDP API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,"OPUS ->> TLGMOB:	AppQueryBeanTracer/getMultiCreditResult
OPUS ->> UPM.Prime.Biller:	GET /wirelessoffermanagement/v1/quotationsnapshot
OPUS ->> UPM.Prime.Biller:	POST /wirelessoffermanagement/v1/pricevalidation
OPUS ->> CAPM:	createPaymentProfile
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AW2P01
OPUS ->> CSICustomerCare:		/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01	
OPUS ->> YODA:	calculateTaxReq
OPUS ->> CSICPSVC:	CommonProvisioningServices-E911Address",Setup Payment,9,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,"OPUS ->> TLGMOB:	appQueryBeanTracer/getEquInstmntInfoSum
OPUS ->> EnablerC:
OPUS ->> SwitchControl:
OPUS ->> YODA:	CreateDFOrder",Submit Order,10,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Submit Order,10,Enabler - C,18263,18263,,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,6,Activate New Mobility Customer,,Submit Order,10,"SC, Switch Control, TSC",18198,18198,,
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/validateImeiRequiredSocs,10/10/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/validateImeiRequiredSocs,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/setUpgradeType,10/20/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/setUpgradeType,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/setUpgradeDiscount,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Setup Payment,10,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/setRemoveSoc,10/8/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/setProductPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/setParkTypeInd,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/setMemoUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/saveUpgrade,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/getSrvEligibilityResults,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/getIncompatiblePpSocs,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/getIncompatibleContentSocs,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Park Upgrade,8,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/getCurrentFeatures,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Setup Payment,10,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/setBanDetailsInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Setup Payment,10,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/getBillingAddress,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,2,Onboard & Activate,3,Setup & Activate,7,Upgrade/Trade-In Device,,Lookup & Authenticate Customer,1,INLAP,31374,31374,UnifiedAddressValidationServiceQualificationUnifiedBill,Confirmed
