ID,﻿editor,action,Line Of Business Component,Channel Component,Product Component,Domain Component,domain_sequence Qualifier,Subdomain Component,sub_domain_sequence Qualifier,Business Flow Component,business_flow_sequence Qualifier,Task Component,task sequence Qualifier,Application Component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated,SOX Control,persona_id
1119,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,ORACLE SCM,18249,18249,inflightOrderSvc,,,
1120,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,EDP,18211,18211,POST /restservices/entdocumentretrieval/v1/retrievearchivedocument,10/8/2025,,
1121,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/setProductPK,9/22/2025,,
1122,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,TLG-MOB,18193,18193,ProductServicesBeanTracer/getSubDiscount,9/22/2025,,
1123,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,(FED) - iCAS,23439,23439,/service=com.att.csi.m2e.UpdateUnifiedCreditPolicy/version=318.5.5/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1124,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,Avertack,25114,25114,,IDP API,,
1125,bb0063,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1126,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
1127,bb0063,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
1128,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,TLG-MOB,18193,18193,RefQueryBeanTracer/getParamValues,9/22/2025,,
1129,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add a Line,8,Submit Order,8,CSI Parent/Triage,17690,17690,SubscriberContactVerification,,,
1130,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Send Promotional Offer to Customer,1,notifyNow,30920,30920,POST /v1/notifynow,10/7/2025,,
1131,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Send Promotional Offer to Customer,1,TLG-MOB,18193,18193,,,,
1132,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Log into AT&T Account,2,Halo.C AM,27460,27460,/hcas/v1/txn-authorize,10/7/2025,,
1133,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Log into AT&T Account,2,IDP-WebAcctMgmt,32768,32768,/msapi/acct/login/unauth/service/v1/haloc/do/login,10/23/2025,,
1134,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Log into AT&T Account,2,IDP-WebAcctMgmt,32768,32768,/msapi/login/unauth/service/v1/getUserCurrentState/acctmgmt/services,9/22/2025,,
1135,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Log into AT&T Account,2,IDP-WebAcctMgmt,32768,32768,/msapi/login/unauth/service/v1/haloc/oidc/redirect,,,
1136,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Log into AT&T Account,2,IDP-WebAcctMgmt,32768,32768,,,,
1137,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Navigate to Offer,3,IDP-Cloud,31467,31467,/msapi/onlinesalesorch/v1/customeroffer,9/23/2025,,
1138,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Navigate to Offer,3,IDP-Upper Funnel Cloud,31548,31548,,,,
1139,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Navigate to Offer,3,IDP-Web-Sales,33758,33758,/msapi/onlinesalesorch/v1/interstitialoffer,,,
1140,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Navigate to Offer,3,IDP-Web-Sales,33758,33758,/msapi/onlinesalesorchestration/signature-papi/v1/offers,,,
1141,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Navigate to Offer,3,IDP-Web-Sales,33758,33758,/msapi/salesproductorchestration/v1/promotionalOffers/?source=cpop,,,
1142,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Check Account Eligibility,4,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireOfferingEligibility/version=126.6.17/envContext=PROD/routeOffer=AE2P01,10/23/2025,,
1143,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Check Account Eligibility,4,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireOfferingEligibility/version=126.6.17/envContext=PROD/routeOffer=ASC2P01,10/23/2025,,
1144,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Check Account Eligibility,4,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireOfferingEligibility/version=126.6.17/envContext=PROD/routeOffer=AW2P01,10/23/2025,,
1145,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Check Account Eligibility,4,IDP-Upper Funnel Cloud,31548,31548,,,,
1146,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Check Account Eligibility,4,IDP-Customer Graph Cloud,31468,31468,/msapi/customergraphproductms/v2/customer/{id}/accountId/{accountId}/products?accountType=wireless,,,
1147,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Check Account Eligibility,4,IDP-WebAcctMgmt,32768,32768,/msapi/onlinesalesorchestration/accounts-papi/v1/eligibility/acp,9/24/2025,,
1148,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Apply Promotions,3,Check Account Eligibility,4,CSI - CPSVC,23901,23901,/restservices/notificationprocessor/v1/notify,10/10/2025,,
1149,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Apply Promotions,3,Add Device / Plan to Cart,5,IDP-Commerce-Cart&Pricing,33825,33825,/msapi/salesapi/buyflow-cart-operations-papi/v1/unified/cart/operations,,,
1150,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Apply Promotions,3,Add Device / Plan to Cart,5,IDP-Cart-and-Checkout-UI,33921,33921,/msapi/salesapi/buyflow-cart-operations-papi/v1/unified/cart/,,,
1151,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Apply Promotions,3,Add Device / Plan to Cart,5,Digital IDP,27531,27531,/msapi/cart/v1/,9/23/2025,,
1152,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Apply Promotions,3,Add Device / Plan to Cart,5,IDP-Upper Funnel Cloud,31548,31548,,,,
1153,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Apply Promotions,3,Add Device / Plan to Cart,5,IDP-Customer Graph Cloud,31468,31468,,,,
1154,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Apply Promotions,3,Add Extra Add-ons,6,IDP-Web-Sales,33758,33758,/msapi/fulfillment/v1/available-options?options=DOO&zip=<zip code>,,,
1155,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Apply Promotions,3,Add Extra Add-ons,6,Digital IDP,27531,27531,/msapi/cart/v1/,9/23/2025,,
1156,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Apply Promotions,3,Add Extra Add-ons,6,IDP-Cart-and-Checkout-UI,33921,33921,,,,
1157,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Apply Promotions,3,Add Extra Add-ons,6,IDP-Upper Funnel Cloud,31548,31548,,,,
1158,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Apply Promotions,3,Add Extra Add-ons,6,IDP-Customer Graph Cloud,31468,31468,,,,
1159,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Apply Promotions,3,Add Extra Add-ons,6,IDP-Web-Sales,33758,33758,search/v1/accessories?<query params>,,,
1160,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Apply Promotions,3,Add Extra Add-ons,6,IDP-Web-Sales,33758,33758,search/v1/plpaccessories?app-id=sales&rows=5&q=displayNameEscaped:<keyword>,,,
1161,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Build Cart,4,Apply Promotions,3,Review Cart,7,IDP-Cart-and-Checkout-UI,33921,33921,/cart/v1/review-cart,,,
1162,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Build Cart,4,Apply Promotions,3,Review Cart,7,IDP-Upper Funnel Cloud,31548,31548,,,,
1163,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Apply Promotions,3,Checkout,8,IDP-Cart-and-Checkout-UI,33921,33921,,,,
1164,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Apply Promotions,3,Checkout,8,IDP-Commerce-Cart&Pricing,33825,33825,,,,
1165,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Apply Promotions,3,Checkout,8,IDP-WebAcctMgmt,32768,32768,,,,
1166,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Apply Promotions,3,Checkout,8,IDP-Upper Funnel Cloud,31548,31548,,,,
1167,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Apply Promotions,3,Schedule Device Delivery / Pickup,9,YODA,21053,21053,CreateDFOrder,10/23/2025,,
1168,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Apply Promotions,3,Schedule Device Delivery / Pickup,9,IDP-Upper Funnel Cloud,31548,31548,,10/23/2025,,
1169,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Apply Promotions,3,Schedule Device Delivery / Pickup,9,OCE,23488,23488,,10/23/2025,,
1170,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Apply Promotions,3,Schedule Device Delivery / Pickup,9,IDP-Web-Sales,33758,33758,,10/23/2025,,
1171,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Shop & Browse,1,ORACLE SCM,18249,18249,,10/23/2025,,
1172,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Shop & Browse,1,CAPM,73,73,,10/23/2025,,
1173,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Shop & Browse,1,CPOP,29607,29607,/productoffer/discovery/v1/product-offers,10/23/2025,,
1174,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Shop & Browse,1,IDP-Commerce-Cart&Pricing,33825,33825,,10/23/2025,,
1175,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Shop & Browse,1,IDP-Commerce-Checkout Services,33827,33827,,10/23/2025,,
1176,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Shop & Browse,1,IDP-Commerce-P&O Discovery,33824,33824,,10/23/2025,,
1177,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Shop & Browse,1,IDP-Web-Sales Cloud,32411,32411,,10/23/2025,,
1178,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Shop & Browse,1,OCE,23488,23488,,10/23/2025,,
1179,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Shop & Browse,1,myATT Mobile App,30558,30558,,POG no API,,
1180,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,YODA,21053,21053,CreateStorePickupOrder,10/23/2025,,
1181,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AW2P01,10/23/2025,,
1182,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,ORACLE SCM,18249,18249,,,,
1183,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,EDP,18211,18211,POST /restservices/entdocumentretrieval/v1/retrievearchivedocument,10/23/2025,,
1184,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,CCMule-CLM,33686,33686,,10/23/2025,,
1185,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,CCMule-Sales,33687,33687,,10/23/2025,,
1186,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,CCPM,18678,18678,,10/23/2025,,
1187,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,(FED) - COMS,23283,23283,/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=AW2P01,10/23/2025,,
1188,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,(FED) - COMS,23283,23283,/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=ASC2P01,10/23/2025,,
1189,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,(FED) - COMS,23283,23283,/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=AE2P01,10/23/2025,,
1190,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,ISBUS,31292,31292,,10/23/2025,,
1191,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,IDP-OMNI-ODS,32166,32166,,,,
1192,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,IDP-Order Graph Cloud,31543,31543,,,,
1193,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,IDP-Web-Sales Cloud,32411,32411,,,,
1194,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,MSGRTR,25316,25316,,,,
1195,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,OCE,23488,23488,,,,
1196,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,TLG-MOB,18193,18193,,,,
1197,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,myATT Mobile App,30558,30558,,POG no API,,
1198,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Submit Order,2,CCSF,30685,30685,,POG no API,,
1199,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Notify Customer,3,BWSFMC,30687,30687,,,,
1200,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Notify Customer,3,CCMule-CLM,33686,33686,,,,
1201,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Notify Customer,3,MSGRTR,25316,25316,,,,
1202,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Notify Customer,3,myATT Mobile App,30558,30558,,POG no API,,
1203,ac412t,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Notify Customer,3,ISBUS,31292,31292,,Kafka topics,,
1204,ac412t,Add,Mass Markets,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,OPUS - C,18257,18257,,POG no API,,
1205,ac412t,Add,Mass Markets,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,CCMule-Sales,33687,33687,,,,
1206,ac412t,Add,Mass Markets,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,IDP-OMNI-ODS,32166,32166,,,,
1207,ac412t,Add,Mass Markets,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,IDP-Order Graph Cloud,31543,31543,,,,
1208,ac412t,Add,Mass Markets,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,MSGRTR,25316,25316,,,,
1209,ac412t,Add,Mass Markets,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,EDP,18211,18211,POST /restservices/entdocumentretrieval/v1/retrievearchivedocument,10/8/2025,,
1210,ac412t,Add,Mass Markets,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,myATT Mobile App,30558,30558,,POG no API,,
1211,ac412t,Add,Mass Markets,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,CCSF,30685,30685,,POG no API,,
1212,ac412t,Add,Mass Markets,Retail,Mobility,Shop & Purchase,1,Order Plan/Device,2,BOPIS,11,Pickup Order,4,ISBUS,31292,31292,,Kafka topics,,
1213,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1214,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
1215,bb0063,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
1216,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,AppQueryBeanTracer/getBanInquireInfo,9/22/2025,,
1217,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,AppQueryBeanTracer/getCtnLevelInfo,9/22/2025,,
1218,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfo,9/22/2025,,
1219,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025,,
1220,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,AppQueryBeanTracer/getMobileLevelData,9/22/2025,,
1221,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,AppQueryBeanTracer/getProductInquireInfo,9/22/2025,,
1222,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,AppQueryBeanTracer/getUpgradeEligibility,9/22/2025,,
1223,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,9/22/2025,,
1224,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,OPUS - C,18257,18257,,POG no API,,
1225,bb0063,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1226,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
1227,bb0063,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
1228,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/getBanDiscounts,9/23/2025,,
1229,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,BanFinancialActivitiesConvBeanTracer/setBanPK,9/22/2025,,
1230,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,BanLevelAgreementConvBeanTracer/getCurrentBanLevelPricePlan,9/23/2025,,
1231,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,BanLevelAgreementConvBeanTracer/setBanPK,9/22/2025,,
1232,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,BanServicesBeanTracer/createNewMemo,9/22/2025,,
1233,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,BanServicesBeanTracer/loadAccount,9/22/2025,,
1234,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025,,
1235,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,PortRequestServicesBeanTracer/findPortRequestByExternalRequestNumber,9/22/2025,,
1236,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025,,
1237,bb0063,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1238,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getEquipmentInfo,9/22/2025,,
1239,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getFeatureAdditionalParams,9/22/2025,,
1240,ac412t,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
1241,bb0063,Add,Mass Markets,Retail,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Change Rate Plan,9,Lookup & Authenticate Customer,1,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
