Domain_Name Component,Domain_ID Qualifier,SubDomain_Name Component,SubDomain_ID Qualifier,SRT_ID Qualifier,Bus_Cap Component,Cap_Bus_ID Qualifier,bus_cap_notes Qualifier,Bus_Cap_Detail Qualifier,Scope_Type Qualifier,Intake_Status Qualifier,Application Component,APP_ID Qualifier,EffortSize Qualifier,FK_Data[Applications].Correlation_ID,EffortDesc Qualifier,journey Qualifier,Enabler Qualifier
Customer / CRM,103,Account Management,1020,1285,Voluntary Suspend - Military,1797,NULL,"his epic is intended to align BSSe to operational capabilities currently used for Voluntary Suspensions for mobility customers. This document combines foundational attributes of previously submitted AIA epics (referenced in the dependencies) which includes shared capabilities as well as unique Wireless capabilities for voluntary suspensions. This will support the expansion of the Wireless product onto the BSSe platform.   This will support Military Suspension.     For Military deployment, MRCs will bill at 0$ and remaining installment balance will be credited to zero (applicable after device financing is available)     C1: Military Cancels, Hold CTN(s), Suspends     Product Owner POV     As a business product owner, I need to be able to add, remove, and edit reasons for voluntary suspensions, military cancellations, and business rules, based on the available suspension reason for Wireless. JE - General configurable suspend and restore elements (All content, Headers, sub headers, error messages, CTA’s, Pricing/T&Cs if applicable, etc.) in the online self-service experience need to be daily releasable.     Customer POV     As an existing customer, I want to be able to place my wireless service (voice, data and messaging) on hold voluntarily for a specific reason according to appropriate business rules through my online account [DIGITAL] or using an Agent [HUMAN ASSIST]. I also need to be able to cancel my service for verified military and retain my CTN(s) by submitting appropriate documentation via a given URL (Currently https://www.att.com/activedeployment).          Military Cancels     C1AC10: Military Verified Cancel     As an existing Wireless customer on active duty, I need the ability to my cancel services (e.g., data, voice, messaging) on my impacted CTN (s) after I submit my military orders per the Service Members Civil Relief Act.     C1AC10a: Ability to cancel service (voice, data, and messaging) for military deployment.     C1AC10b: Ability to cancel up to 30 days in advance.     C1AC10c: Ability to hold CTN(s) and BAN for a maximum of 39 months.     C1AC10d: Ability to allow AT&T to release my CTN after 39 months plus 1 day if I do not resume service or reapply by submitting new orders within 39 months.     C1AC10e: Ability to elect not to hold my CTN(s) and release my CTN(s) per existing policy.     C1AC20d: Ability to prorate or not prorate MRCs, based on business rules, when CTN(s) are cancelled for Military.       C1AC10f: If all CTNs are cancelled, I will continue to receive a bill until there are no financial activities, past due, etc. for more than 30 days - including when a bill nets to $0.     C1AC10g: If one or more CTNs on the BAN remain active or suspended, I will continue to receive a bill.     C1AC10h: Ability to receive notification prior to cancellation of add-ons which are not available to resume. (e.g., Roadside assistance, if available).     C1AC20: Ability to provide customer with online access to their account (via access ID, user id, etc.) during the timeframe we are holding their CTN(s).     C1AC20a: Ability to access account.     C1AC20b: Ability to update account/profile information.          C1AC30: I need the ability to resume my CTN(s) within the 39 months, if CTN(s) were held or within the aging period (if CTN(s) were not held) from the cancellation date.     C1AC30a: I need the ability to resume the CTN(s) on the same BAN as a simple ‘resume from cancel’ transaction.     C1AC30b: I need the ability to resume to my previous plan prior to my military cancellation.     C1AC30c: I need the ability to add the device protection plan I had prior to cancelling service.     C1AC30d: Ability to prorate or not prorate MRCs, based on business rules, when CTN(s) are resumed from cancel for Military.      C1AC30e: Ability to display on an immediate receipt or anniversary invoice, based on general bill format rules.???     C1AC30f: Ability to automatically resume add-ons upon CTN restoral (Based on add-on availability).     C1AC40: I need the ability to change my CTN(s), which were not held at cancellation, to held status if I am within the aging period.      C1AC50: I need the ability to extend my military cancellation status and continue to hold my CTN(s) and BAN.      C1AC50a: I need to be able to modify my cancellation status without having to resume service and re-cancel.     C1AC50b: Ability to re-verify deployment orders via an agent [HUMAN ASSIST] or online [DIGITAL]. Under what circumstances must the customer re-apply?      Note: follow Terminate Wireless Service Epic (QB#6477/SRT#975 1B; SRT 974 Cancel a Line 1A; Resume from Cancel (account) & Resume a line (CTN) SRT 1209 – phase 1b).          <Military verified cancel – Port out?>     C1AC60: As an agent [HUMAN ASSIST], I need to be able to cancel a customer’s Wireless service for military verified cancel.     C1AC70: As an existing wireless customer [DIGITAL], I need to be able to submit my deployment orders online via URL (currently https://www.att.com/activedeployment), by fax or with an agent.     C1AC80: Ability to receive a communication confirming my CTN status’.               Military Unverified Suspension     C1AC90: As an existing Wireless customer and active service person eligible for military suspension, I need the ability to voluntarily suspend my service for my military deployment, when I have not validated my service orders and deployment dates.     C2AC90a: Ability to suspend my service.     C2AC90b: Ability to receive a bill for the full MRC on my suspended line and any active CTN(s) on my account.     C2AC10d: Ability to change my voluntary military suspend status once I verify my military deployment status to military verified cancel.          C2: Stolen Suspend      C2AC10: As an existing customer, I need to be able to voluntarily suspend my CTN’s service (voice, data, and messaging) on my stolen device.     C2AC10a: Ability to blocklist device.     C2AC10b: Ability to be billed the full MRCs.     C2AC10c: Ability to receive a communication confirming stolen suspend and blocklisting status. Bill Message?          C2AC20: As an existing customer in Stolen suspend status, I need the ability to restore service (voice, data, and messaging) on my CTN via an agent [HUMAN ASSIST].     C2AC20a: Ability to restore from stolen suspend status if I recover or replace my device.     C2AC20b: Ability to remove device from blocklist.     C2AC20c: Ability to receive a communication confirming restoral and blocklisting removal. ",NULL,Backlog,NULL,NULL,NULL,NULL,NULL,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1332,Enable BSSe Wireless qualification for Fiber Internet Backup,2047,NULL,NULL,Migration Cohort 3,Backlog,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Product & Offer,114,Product & Offer Catalog,1071,1331,Satellite Roaming / Connectivity,2048,NULL,NULL,Future Phase,Backlog,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,BSSe-BriteBill,31692,S,31692,Small,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,Customer Connect Salesforce Marketing Cloud,30687,S,30687,Small,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,Customer Account Payment Management (a.k.a. OnePay),73,S,73,Small,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,CCMule-CLM,33686,S,33686,Small,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,CCMule-Service,33688,M,33688,Medium,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,Customer Financial Management,13287,S,13287,Small,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,myAT&T Mobile App,30558,S,30558,Small,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,notifyNow,30920,T,30920,Test,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,BSSe-Real Time Biller,30914,M,30914,Medium,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,Customer Connect Salesforce Sales & Services Cloud,30685,S,30685,Small,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,Customer  Connect  Data Lake House,32255,T,32255,Test,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,IDP-BUPS,33847,L,33847,Large,NULL,NULL
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1330,"BSSe: ApplePay, GooglePay, SamsungPay in Retail, & ApplePay in Digital",2049,NULL,NULL,Migration Cohort 1,Prioritized,IDP-Customer Graph Cloud,31468,T,31468,Test,NULL,NULL
