Domain_Name Component,Domain_ID Qualifier,SubDomain_Name Component,SubDomain_ID Qualifier,SRT_ID Qualifier,Bus_Cap Component,Cap_Bus_ID Qualifier,bus_cap_notes Qualifier,Bus_Cap_Detail Qualifier,Scope_Type Qualifier,Intake_Status Qualifier,Application Component,APP_ID Qualifier,EffortSize Qualifier,FK_Data[Applications].Correlation_ID,EffortDesc Qualifier,journey Qualifier,Enabler Qualifier
Order Management,112,Product Order,1059,88,Add-on: HomeTech Protection,1216,NULL,"HomeTech Protection for Broadband (Jen Haig request)_x000D_ _x000D_ Problem Statement:_x000D_ Broadband Product is seeking solutions that provide customers with ways to support 3rd Party Devices that are connected to WiFi. Research shows that customers need additional support. Also, when they are dissatistifed with their WiFi connectivity experience, there is a correlating dissatisfaction with their ISP._x000D_ _x000D_ Simplified Description:  _x000D_ Build capability to sell the HomeTech Protection product in Broadband channels and to place it onto the Broadband bill.   This exists today in the Wireless channels biller.   _x000D_ _x000D_ Detailed Description:  AT&T currently sells HomeTech Protection in our Mobility channels. A customer must have a wireless account to sign-up, and the MRC of $25 appears on the wireless bill. This product provides the customer protection (insurance) for all their home technologies (TV, PC, connected devices) as well as 24/7 Tech Support for those 3rd Party Devices. There are currently ~25k broadband/WLS bundled customers that have this product. As Broadband Product seeks ways to better support customers with their 3rd Party Devices, we are seeking to allow the HTP product to be sold to stand-alone Broadband customers in Broadband channels. _x000D_ The vendor for the product is Asurion, so there will need to be an interface with Asurion to provide new orders and disconnects back and forth daily. We would want to make available to current Fiber customers on old stack, BSSE when it launches for Fiber, and copper customers on old stack…any BB customer._x000D_ _x000D_ QB 3466 is carrying for current stack changes to support.   QB 3929 is for new stack.   _x000D_ _x000D_ Scope Clarification Discussion 5/10/22:_x000D_ _x000D_ 1. How can the product be ordered?   Any channel that sells broadband that we are planning to enable by Fiber CI (currently in scope – online, centers, retail, DAP-digital acquisition partners)_x000D_ 2. Needs to be available as a product in the same sales flows (NOT like Connect Tech)_x000D_ 3. Use Case – customer calls in for support on a connected device such as a Nest Cam.   We offer to sell them HomeTech Protection.  If the customer signs up, we transfer them to Asurion for support. _x000D_ 4. HomeTech Protection product would be added under the Billing account (BAN)_x000D_ 5. Product is available to both AIA and Fiber_x000D_ 6. IMPORTANT:   If a customer has a wireless account and has signed up for HomeTech Protection, the coverage is at the address level regardless of the # of products on the account.   So if the customer who has wireless and is ordering fiber already has HomeTech, do NOT present HomeTech Protection as a sales option (Customer Graph check)_x000D_ _x000D_ Architecture Questions:_x000D_ Need to add Vanita Sagar as a peer Architect/SME._x000D_ Need to validate what is being asked for in terms of scope/requirements (Items discussed)?_x000D_ Need to understand what will be happening with the Legacy project?_x000D_ Validate assumption that any channel that sells Fiber BB will be in scope?_x000D_ _x000D_ Product Response:_x000D_ If a customer already has the product, active for the Service Address, suppress the offer in the Fiber flows._x000D_ Need to modify legacy mobility flow to suppress ability to order the product if the customer has the product through the Fiber offer._x000D_ Need to have capability for any existing customer to order or migrate._x000D_ Any channel that sells Fiber or AT&T Internet Air will be in-scope._x000D_ _x000D_ Believe PI14 is most likely opportunity to target the LegacyBB effort on Enabler platform.  If BB Legacy project is implemented, migration will be required._x000D_ _x000D_ Do want the IVR to recognize call intent when the customer has the product so they can be routed directly to the 3rd party provider, Asurion.  If not recognized call would route to Tech Care who could transfer the call to the vendor._x000D_ _x000D_ We are already sending files to Asurion for Mobility customers, would also need to send files for Fiber to Asurion.  (Assume the same format with exception of CTN or perhaps BAN)._x000D_ Need to consume information from Asurion where customer already has the product for the Service Address to suppress offer._x000D_ We receive claim information from Asurion today, this should continue BAU.",Migration Cohort 3,Prioritized,Customer Connect Salesforce Sales & Services Cloud,30685,M,30685,Medium,Shop & Purchase,0
Order Management,112,Product Order,1059,88,Add-on: HomeTech Protection,1216,NULL,"HomeTech Protection for Broadband (Jen Haig request)_x000D_ _x000D_ Problem Statement:_x000D_ Broadband Product is seeking solutions that provide customers with ways to support 3rd Party Devices that are connected to WiFi. Research shows that customers need additional support. Also, when they are dissatistifed with their WiFi connectivity experience, there is a correlating dissatisfaction with their ISP._x000D_ _x000D_ Simplified Description:  _x000D_ Build capability to sell the HomeTech Protection product in Broadband channels and to place it onto the Broadband bill.   This exists today in the Wireless channels biller.   _x000D_ _x000D_ Detailed Description:  AT&T currently sells HomeTech Protection in our Mobility channels. A customer must have a wireless account to sign-up, and the MRC of $25 appears on the wireless bill. This product provides the customer protection (insurance) for all their home technologies (TV, PC, connected devices) as well as 24/7 Tech Support for those 3rd Party Devices. There are currently ~25k broadband/WLS bundled customers that have this product. As Broadband Product seeks ways to better support customers with their 3rd Party Devices, we are seeking to allow the HTP product to be sold to stand-alone Broadband customers in Broadband channels. _x000D_ The vendor for the product is Asurion, so there will need to be an interface with Asurion to provide new orders and disconnects back and forth daily. We would want to make available to current Fiber customers on old stack, BSSE when it launches for Fiber, and copper customers on old stack…any BB customer._x000D_ _x000D_ QB 3466 is carrying for current stack changes to support.   QB 3929 is for new stack.   _x000D_ _x000D_ Scope Clarification Discussion 5/10/22:_x000D_ _x000D_ 1. How can the product be ordered?   Any channel that sells broadband that we are planning to enable by Fiber CI (currently in scope – online, centers, retail, DAP-digital acquisition partners)_x000D_ 2. Needs to be available as a product in the same sales flows (NOT like Connect Tech)_x000D_ 3. Use Case – customer calls in for support on a connected device such as a Nest Cam.   We offer to sell them HomeTech Protection.  If the customer signs up, we transfer them to Asurion for support. _x000D_ 4. HomeTech Protection product would be added under the Billing account (BAN)_x000D_ 5. Product is available to both AIA and Fiber_x000D_ 6. IMPORTANT:   If a customer has a wireless account and has signed up for HomeTech Protection, the coverage is at the address level regardless of the # of products on the account.   So if the customer who has wireless and is ordering fiber already has HomeTech, do NOT present HomeTech Protection as a sales option (Customer Graph check)_x000D_ _x000D_ Architecture Questions:_x000D_ Need to add Vanita Sagar as a peer Architect/SME._x000D_ Need to validate what is being asked for in terms of scope/requirements (Items discussed)?_x000D_ Need to understand what will be happening with the Legacy project?_x000D_ Validate assumption that any channel that sells Fiber BB will be in scope?_x000D_ _x000D_ Product Response:_x000D_ If a customer already has the product, active for the Service Address, suppress the offer in the Fiber flows._x000D_ Need to modify legacy mobility flow to suppress ability to order the product if the customer has the product through the Fiber offer._x000D_ Need to have capability for any existing customer to order or migrate._x000D_ Any channel that sells Fiber or AT&T Internet Air will be in-scope._x000D_ _x000D_ Believe PI14 is most likely opportunity to target the LegacyBB effort on Enabler platform.  If BB Legacy project is implemented, migration will be required._x000D_ _x000D_ Do want the IVR to recognize call intent when the customer has the product so they can be routed directly to the 3rd party provider, Asurion.  If not recognized call would route to Tech Care who could transfer the call to the vendor._x000D_ _x000D_ We are already sending files to Asurion for Mobility customers, would also need to send files for Fiber to Asurion.  (Assume the same format with exception of CTN or perhaps BAN)._x000D_ Need to consume information from Asurion where customer already has the product for the Service Address to suppress offer._x000D_ We receive claim information from Asurion today, this should continue BAU.",Migration Cohort 3,Prioritized,CCMule-Sales,33687,M,33687,Medium,Shop & Purchase,0
Order Management,112,Product Order,1059,88,Add-on: HomeTech Protection,1216,NULL,"HomeTech Protection for Broadband (Jen Haig request)_x000D_ _x000D_ Problem Statement:_x000D_ Broadband Product is seeking solutions that provide customers with ways to support 3rd Party Devices that are connected to WiFi. Research shows that customers need additional support. Also, when they are dissatistifed with their WiFi connectivity experience, there is a correlating dissatisfaction with their ISP._x000D_ _x000D_ Simplified Description:  _x000D_ Build capability to sell the HomeTech Protection product in Broadband channels and to place it onto the Broadband bill.   This exists today in the Wireless channels biller.   _x000D_ _x000D_ Detailed Description:  AT&T currently sells HomeTech Protection in our Mobility channels. A customer must have a wireless account to sign-up, and the MRC of $25 appears on the wireless bill. This product provides the customer protection (insurance) for all their home technologies (TV, PC, connected devices) as well as 24/7 Tech Support for those 3rd Party Devices. There are currently ~25k broadband/WLS bundled customers that have this product. As Broadband Product seeks ways to better support customers with their 3rd Party Devices, we are seeking to allow the HTP product to be sold to stand-alone Broadband customers in Broadband channels. _x000D_ The vendor for the product is Asurion, so there will need to be an interface with Asurion to provide new orders and disconnects back and forth daily. We would want to make available to current Fiber customers on old stack, BSSE when it launches for Fiber, and copper customers on old stack…any BB customer._x000D_ _x000D_ QB 3466 is carrying for current stack changes to support.   QB 3929 is for new stack.   _x000D_ _x000D_ Scope Clarification Discussion 5/10/22:_x000D_ _x000D_ 1. How can the product be ordered?   Any channel that sells broadband that we are planning to enable by Fiber CI (currently in scope – online, centers, retail, DAP-digital acquisition partners)_x000D_ 2. Needs to be available as a product in the same sales flows (NOT like Connect Tech)_x000D_ 3. Use Case – customer calls in for support on a connected device such as a Nest Cam.   We offer to sell them HomeTech Protection.  If the customer signs up, we transfer them to Asurion for support. _x000D_ 4. HomeTech Protection product would be added under the Billing account (BAN)_x000D_ 5. Product is available to both AIA and Fiber_x000D_ 6. IMPORTANT:   If a customer has a wireless account and has signed up for HomeTech Protection, the coverage is at the address level regardless of the # of products on the account.   So if the customer who has wireless and is ordering fiber already has HomeTech, do NOT present HomeTech Protection as a sales option (Customer Graph check)_x000D_ _x000D_ Architecture Questions:_x000D_ Need to add Vanita Sagar as a peer Architect/SME._x000D_ Need to validate what is being asked for in terms of scope/requirements (Items discussed)?_x000D_ Need to understand what will be happening with the Legacy project?_x000D_ Validate assumption that any channel that sells Fiber BB will be in scope?_x000D_ _x000D_ Product Response:_x000D_ If a customer already has the product, active for the Service Address, suppress the offer in the Fiber flows._x000D_ Need to modify legacy mobility flow to suppress ability to order the product if the customer has the product through the Fiber offer._x000D_ Need to have capability for any existing customer to order or migrate._x000D_ Any channel that sells Fiber or AT&T Internet Air will be in-scope._x000D_ _x000D_ Believe PI14 is most likely opportunity to target the LegacyBB effort on Enabler platform.  If BB Legacy project is implemented, migration will be required._x000D_ _x000D_ Do want the IVR to recognize call intent when the customer has the product so they can be routed directly to the 3rd party provider, Asurion.  If not recognized call would route to Tech Care who could transfer the call to the vendor._x000D_ _x000D_ We are already sending files to Asurion for Mobility customers, would also need to send files for Fiber to Asurion.  (Assume the same format with exception of CTN or perhaps BAN)._x000D_ Need to consume information from Asurion where customer already has the product for the Service Address to suppress offer._x000D_ We receive claim information from Asurion today, this should continue BAU.",Migration Cohort 3,Prioritized,IDP-CAMS,32767,M,32767,Medium,Shop & Purchase,0
Order Management,112,Product Order,1059,88,Add-on: HomeTech Protection,1216,NULL,"HomeTech Protection for Broadband (Jen Haig request)_x000D_ _x000D_ Problem Statement:_x000D_ Broadband Product is seeking solutions that provide customers with ways to support 3rd Party Devices that are connected to WiFi. Research shows that customers need additional support. Also, when they are dissatistifed with their WiFi connectivity experience, there is a correlating dissatisfaction with their ISP._x000D_ _x000D_ Simplified Description:  _x000D_ Build capability to sell the HomeTech Protection product in Broadband channels and to place it onto the Broadband bill.   This exists today in the Wireless channels biller.   _x000D_ _x000D_ Detailed Description:  AT&T currently sells HomeTech Protection in our Mobility channels. A customer must have a wireless account to sign-up, and the MRC of $25 appears on the wireless bill. This product provides the customer protection (insurance) for all their home technologies (TV, PC, connected devices) as well as 24/7 Tech Support for those 3rd Party Devices. There are currently ~25k broadband/WLS bundled customers that have this product. As Broadband Product seeks ways to better support customers with their 3rd Party Devices, we are seeking to allow the HTP product to be sold to stand-alone Broadband customers in Broadband channels. _x000D_ The vendor for the product is Asurion, so there will need to be an interface with Asurion to provide new orders and disconnects back and forth daily. We would want to make available to current Fiber customers on old stack, BSSE when it launches for Fiber, and copper customers on old stack…any BB customer._x000D_ _x000D_ QB 3466 is carrying for current stack changes to support.   QB 3929 is for new stack.   _x000D_ _x000D_ Scope Clarification Discussion 5/10/22:_x000D_ _x000D_ 1. How can the product be ordered?   Any channel that sells broadband that we are planning to enable by Fiber CI (currently in scope – online, centers, retail, DAP-digital acquisition partners)_x000D_ 2. Needs to be available as a product in the same sales flows (NOT like Connect Tech)_x000D_ 3. Use Case – customer calls in for support on a connected device such as a Nest Cam.   We offer to sell them HomeTech Protection.  If the customer signs up, we transfer them to Asurion for support. _x000D_ 4. HomeTech Protection product would be added under the Billing account (BAN)_x000D_ 5. Product is available to both AIA and Fiber_x000D_ 6. IMPORTANT:   If a customer has a wireless account and has signed up for HomeTech Protection, the coverage is at the address level regardless of the # of products on the account.   So if the customer who has wireless and is ordering fiber already has HomeTech, do NOT present HomeTech Protection as a sales option (Customer Graph check)_x000D_ _x000D_ Architecture Questions:_x000D_ Need to add Vanita Sagar as a peer Architect/SME._x000D_ Need to validate what is being asked for in terms of scope/requirements (Items discussed)?_x000D_ Need to understand what will be happening with the Legacy project?_x000D_ Validate assumption that any channel that sells Fiber BB will be in scope?_x000D_ _x000D_ Product Response:_x000D_ If a customer already has the product, active for the Service Address, suppress the offer in the Fiber flows._x000D_ Need to modify legacy mobility flow to suppress ability to order the product if the customer has the product through the Fiber offer._x000D_ Need to have capability for any existing customer to order or migrate._x000D_ Any channel that sells Fiber or AT&T Internet Air will be in-scope._x000D_ _x000D_ Believe PI14 is most likely opportunity to target the LegacyBB effort on Enabler platform.  If BB Legacy project is implemented, migration will be required._x000D_ _x000D_ Do want the IVR to recognize call intent when the customer has the product so they can be routed directly to the 3rd party provider, Asurion.  If not recognized call would route to Tech Care who could transfer the call to the vendor._x000D_ _x000D_ We are already sending files to Asurion for Mobility customers, would also need to send files for Fiber to Asurion.  (Assume the same format with exception of CTN or perhaps BAN)._x000D_ Need to consume information from Asurion where customer already has the product for the Service Address to suppress offer._x000D_ We receive claim information from Asurion today, this should continue BAU.",Migration Cohort 3,Prioritized,IDP-Sales,30519,NULL,30519,NULL,Shop & Purchase,0
Order Management,112,Product Order,1059,88,Add-on: HomeTech Protection,1216,NULL,"HomeTech Protection for Broadband (Jen Haig request)_x000D_ _x000D_ Problem Statement:_x000D_ Broadband Product is seeking solutions that provide customers with ways to support 3rd Party Devices that are connected to WiFi. Research shows that customers need additional support. Also, when they are dissatistifed with their WiFi connectivity experience, there is a correlating dissatisfaction with their ISP._x000D_ _x000D_ Simplified Description:  _x000D_ Build capability to sell the HomeTech Protection product in Broadband channels and to place it onto the Broadband bill.   This exists today in the Wireless channels biller.   _x000D_ _x000D_ Detailed Description:  AT&T currently sells HomeTech Protection in our Mobility channels. A customer must have a wireless account to sign-up, and the MRC of $25 appears on the wireless bill. This product provides the customer protection (insurance) for all their home technologies (TV, PC, connected devices) as well as 24/7 Tech Support for those 3rd Party Devices. There are currently ~25k broadband/WLS bundled customers that have this product. As Broadband Product seeks ways to better support customers with their 3rd Party Devices, we are seeking to allow the HTP product to be sold to stand-alone Broadband customers in Broadband channels. _x000D_ The vendor for the product is Asurion, so there will need to be an interface with Asurion to provide new orders and disconnects back and forth daily. We would want to make available to current Fiber customers on old stack, BSSE when it launches for Fiber, and copper customers on old stack…any BB customer._x000D_ _x000D_ QB 3466 is carrying for current stack changes to support.   QB 3929 is for new stack.   _x000D_ _x000D_ Scope Clarification Discussion 5/10/22:_x000D_ _x000D_ 1. How can the product be ordered?   Any channel that sells broadband that we are planning to enable by Fiber CI (currently in scope – online, centers, retail, DAP-digital acquisition partners)_x000D_ 2. Needs to be available as a product in the same sales flows (NOT like Connect Tech)_x000D_ 3. Use Case – customer calls in for support on a connected device such as a Nest Cam.   We offer to sell them HomeTech Protection.  If the customer signs up, we transfer them to Asurion for support. _x000D_ 4. HomeTech Protection product would be added under the Billing account (BAN)_x000D_ 5. Product is available to both AIA and Fiber_x000D_ 6. IMPORTANT:   If a customer has a wireless account and has signed up for HomeTech Protection, the coverage is at the address level regardless of the # of products on the account.   So if the customer who has wireless and is ordering fiber already has HomeTech, do NOT present HomeTech Protection as a sales option (Customer Graph check)_x000D_ _x000D_ Architecture Questions:_x000D_ Need to add Vanita Sagar as a peer Architect/SME._x000D_ Need to validate what is being asked for in terms of scope/requirements (Items discussed)?_x000D_ Need to understand what will be happening with the Legacy project?_x000D_ Validate assumption that any channel that sells Fiber BB will be in scope?_x000D_ _x000D_ Product Response:_x000D_ If a customer already has the product, active for the Service Address, suppress the offer in the Fiber flows._x000D_ Need to modify legacy mobility flow to suppress ability to order the product if the customer has the product through the Fiber offer._x000D_ Need to have capability for any existing customer to order or migrate._x000D_ Any channel that sells Fiber or AT&T Internet Air will be in-scope._x000D_ _x000D_ Believe PI14 is most likely opportunity to target the LegacyBB effort on Enabler platform.  If BB Legacy project is implemented, migration will be required._x000D_ _x000D_ Do want the IVR to recognize call intent when the customer has the product so they can be routed directly to the 3rd party provider, Asurion.  If not recognized call would route to Tech Care who could transfer the call to the vendor._x000D_ _x000D_ We are already sending files to Asurion for Mobility customers, would also need to send files for Fiber to Asurion.  (Assume the same format with exception of CTN or perhaps BAN)._x000D_ Need to consume information from Asurion where customer already has the product for the Service Address to suppress offer._x000D_ We receive claim information from Asurion today, this should continue BAU.",Migration Cohort 3,Prioritized,BSSe-NEO,31710,M,31710,Medium,Shop & Purchase,0
Order Management,112,Product Order,1059,88,Add-on: HomeTech Protection,1216,NULL,"HomeTech Protection for Broadband (Jen Haig request)_x000D_ _x000D_ Problem Statement:_x000D_ Broadband Product is seeking solutions that provide customers with ways to support 3rd Party Devices that are connected to WiFi. Research shows that customers need additional support. Also, when they are dissatistifed with their WiFi connectivity experience, there is a correlating dissatisfaction with their ISP._x000D_ _x000D_ Simplified Description:  _x000D_ Build capability to sell the HomeTech Protection product in Broadband channels and to place it onto the Broadband bill.   This exists today in the Wireless channels biller.   _x000D_ _x000D_ Detailed Description:  AT&T currently sells HomeTech Protection in our Mobility channels. A customer must have a wireless account to sign-up, and the MRC of $25 appears on the wireless bill. This product provides the customer protection (insurance) for all their home technologies (TV, PC, connected devices) as well as 24/7 Tech Support for those 3rd Party Devices. There are currently ~25k broadband/WLS bundled customers that have this product. As Broadband Product seeks ways to better support customers with their 3rd Party Devices, we are seeking to allow the HTP product to be sold to stand-alone Broadband customers in Broadband channels. _x000D_ The vendor for the product is Asurion, so there will need to be an interface with Asurion to provide new orders and disconnects back and forth daily. We would want to make available to current Fiber customers on old stack, BSSE when it launches for Fiber, and copper customers on old stack…any BB customer._x000D_ _x000D_ QB 3466 is carrying for current stack changes to support.   QB 3929 is for new stack.   _x000D_ _x000D_ Scope Clarification Discussion 5/10/22:_x000D_ _x000D_ 1. How can the product be ordered?   Any channel that sells broadband that we are planning to enable by Fiber CI (currently in scope – online, centers, retail, DAP-digital acquisition partners)_x000D_ 2. Needs to be available as a product in the same sales flows (NOT like Connect Tech)_x000D_ 3. Use Case – customer calls in for support on a connected device such as a Nest Cam.   We offer to sell them HomeTech Protection.  If the customer signs up, we transfer them to Asurion for support. _x000D_ 4. HomeTech Protection product would be added under the Billing account (BAN)_x000D_ 5. Product is available to both AIA and Fiber_x000D_ 6. IMPORTANT:   If a customer has a wireless account and has signed up for HomeTech Protection, the coverage is at the address level regardless of the # of products on the account.   So if the customer who has wireless and is ordering fiber already has HomeTech, do NOT present HomeTech Protection as a sales option (Customer Graph check)_x000D_ _x000D_ Architecture Questions:_x000D_ Need to add Vanita Sagar as a peer Architect/SME._x000D_ Need to validate what is being asked for in terms of scope/requirements (Items discussed)?_x000D_ Need to understand what will be happening with the Legacy project?_x000D_ Validate assumption that any channel that sells Fiber BB will be in scope?_x000D_ _x000D_ Product Response:_x000D_ If a customer already has the product, active for the Service Address, suppress the offer in the Fiber flows._x000D_ Need to modify legacy mobility flow to suppress ability to order the product if the customer has the product through the Fiber offer._x000D_ Need to have capability for any existing customer to order or migrate._x000D_ Any channel that sells Fiber or AT&T Internet Air will be in-scope._x000D_ _x000D_ Believe PI14 is most likely opportunity to target the LegacyBB effort on Enabler platform.  If BB Legacy project is implemented, migration will be required._x000D_ _x000D_ Do want the IVR to recognize call intent when the customer has the product so they can be routed directly to the 3rd party provider, Asurion.  If not recognized call would route to Tech Care who could transfer the call to the vendor._x000D_ _x000D_ We are already sending files to Asurion for Mobility customers, would also need to send files for Fiber to Asurion.  (Assume the same format with exception of CTN or perhaps BAN)._x000D_ Need to consume information from Asurion where customer already has the product for the Service Address to suppress offer._x000D_ We receive claim information from Asurion today, this should continue BAU.",Migration Cohort 3,Prioritized,Order Capture Engine,23488,S,23488,Small,Shop & Purchase,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,Customer Financial Management,13287,M,13287,Medium,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,Organizational Risk Based Integrated Technology Gold,17922,L,17922,Large,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,myAT&T Mobile App,30558,S,30558,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,Customer Connect Salesforce Sales & Services Cloud,30685,S,30685,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,BSSe-Real Time Biller,30914,M,30914,Medium,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,IDP-Customer Graph Cloud,31468,S,31468,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,BSSe-BriteBill,31692,M,31692,Medium,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,BSSe-MoneyMap,31697,S,31697,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,Broadband Network Management System - LightSpeed (BBNMS-LS),16188,M,16188,Medium,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,IDP-CAMS,32767,M,32767,Medium,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,BSSe-Catalog One,30911,S,30911,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,Order Capture Engine,23488,M,23488,Medium,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,BSSe-Order Capture,30909,S,30909,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,CCMule-CLM,33686,S,33686,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,Customer Connect Salesforce Marketing Cloud,30687,S,30687,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,IDP-BUPS,33847,M,33847,Medium,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,notifyNow,30920,T,30920,Test,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,Web Account Management,32768,S,32768,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,CCMule-Service,33688,S,33688,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,IDP-Commerce-Cart&Pricing,33825,S,33825,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,IDP-Web-Sales,33758,S,33758,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,IDP-Order Graph Cloud,31543,S,31543,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Collections,1049,92,Suspension: Involuntary,1219,NULL,Automated involuntary suspend & collection process.  See One Collect documentation for details WBB CI2,Fiber CSI,Backlog,IDP-Order Domain Services,32166,M,32166,Medium,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1279,BSSe Donations/Charitable Giving ,1792,NULL,Pending  week of 7/22/24 meeting with the Donations team.,NULL,Backlog,NULL,NULL,NULL,NULL,NULL,Bill Pay & Usage,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1280,Tech Enablers developed during Fiber FFA,1793,NULL,Tech Enablers developed during Fiber FFA - tracking record to link Fiber Enablers back to SRT,NULL,Prioritized,NULL,NULL,NULL,NULL,NULL,NULL,1
